path,label,class_id,split,official_split,group_id,qr_identity,capture_index,extraction_method,source,capture_kind,is_exact_app_crop,licence,width,height,sha256
ml_training/datasets/structural/raw/qrdn/extracted One/train/228.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,18,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,bf5873fa8682bf8279933d4334b5c680e2cae71a17aecb923f52d8239eff3d67
ml_training/datasets/structural/raw/qrdn/extracted One/train/229.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,19,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,b9749f5a1d524f7627e69adb7b0471e5d4e9f17d35fadf8e400fa05086558c8c
ml_training/datasets/structural/raw/qrdn/extracted One/train/230.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,20,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,ab9daadaac77eb144748fd9480d15afee5ac7269f0cc73b5a2238bd862b132c0
ml_training/datasets/structural/raw/qrdn/extracted One/train/231.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,21,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,bd2ce5c3920df2f90e1f55db1c1cbcf174fa4306c328a9d4644bf01c6b7186b1
ml_training/datasets/structural/raw/qrdn/extracted One/train/232.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,22,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,05b5227ffc278440e1b9e33c0aee9c449303488fe21a9db1f6b5419c081c984d
ml_training/datasets/structural/raw/qrdn/extracted One/train/233.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,23,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8bb6b8c3168dc639c1fae74d7580e338199e2ab015e89021f621d6f954f83abb
ml_training/datasets/structural/raw/qrdn/extracted One/train/234.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,24,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,d0ad0e276abaccc8d2d8c8f6ba1acfac68d7f361e31b1590b8c9f41c62b27c9c
ml_training/datasets/structural/raw/qrdn/extracted One/train/235.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,25,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6c8ad58fd0d5d9e922914585c3e384a2c93ba1d8a5cca30c12f6d6688a1d240a
ml_training/datasets/structural/raw/qrdn/extracted One/train/236.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,26,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,37b04d4b8b23394fa94b982d42a06c8ec14daac911cb176cc519422d87557ac2
ml_training/datasets/structural/raw/qrdn/extracted One/train/237.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,27,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,d370ded1c2dc1bfac119bd283da17c486f64f6d927f18fbafc8dccf923be11b9
ml_training/datasets/structural/raw/qrdn/extracted One/train/238.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,28,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,30ed0b16f2d2ef7e60bf1b363f513678cdba56df2db9fcedfc0dd16cec97a506
ml_training/datasets/structural/raw/qrdn/extracted One/train/239.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:07,7,29,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,34ef0a6550ad3930a8d206b19f6ce0a769b1096b5367087dd9416b84e4f85c1e
ml_training/datasets/structural/raw/qrdn/extracted One/train/240.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,0,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,19ac88d9fe5a944e30ff7ee6096f4119a174648a260ea17141da874131348d17
ml_training/datasets/structural/raw/qrdn/extracted One/train/241.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,1,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,6d1b4aa4471b790940d3f3be842aea55c7a0fac8b1466475e7981b8037519476
ml_training/datasets/structural/raw/qrdn/extracted One/train/242.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,2,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,ca99639393d5732ace10f15d4ce21641ff3d15e490789821add297c11689efff
ml_training/datasets/structural/raw/qrdn/extracted One/train/243.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,3,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,289fcbb3efe037518aa21b7a91c3d548bfac1b34e3c85537f4b245fff7f8d842
ml_training/datasets/structural/raw/qrdn/extracted One/train/244.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,4,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8751e350cbafd5a25d5077227865013c327386df276ad0d3bb4519f13ac6f69e
ml_training/datasets/structural/raw/qrdn/extracted One/train/245.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,5,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,13335c51599a8743c2338535b642f543c7f087c9104d59f12d6a78305487b676
ml_training/datasets/structural/raw/qrdn/extracted One/train/246.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,6,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a24a5069a1245d38270c714958116276741bc52ab98a6078955a42e6caa7e35b
ml_training/datasets/structural/raw/qrdn/extracted One/train/247.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,7,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,82de27a6c5cd3d0555f8aba094c3119812fc234e39383173b1e8cea6b4ee3f29
ml_training/datasets/structural/raw/qrdn/extracted One/train/248.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,8,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8ece863a5ad079aa4618510406ea8a3e81efa431a337ede6ccd53659cb3bd62a
ml_training/datasets/structural/raw/qrdn/extracted One/train/249.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,9,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2aaa3267feab23c35eb7e70dc9287a301bec6a752ff248f4ced811bb5459a021
ml_training/datasets/structural/raw/qrdn/extracted One/train/250.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,10,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2f2a72a3f46e0ecdceff107e9821b8deff60b6f9420a4fc5c817bfd34330b36a
ml_training/datasets/structural/raw/qrdn/extracted One/train/251.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,11,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8960589e8a82229e3a4a8f4213ab8ce185e79bd5d16f95049cf6c4d08541b699
ml_training/datasets/structural/raw/qrdn/extracted One/train/252.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,12,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,91239c420250cdabd13a2b0fd2ebcc0ad7f8c221db25173c4c109f0737713071
ml_training/datasets/structural/raw/qrdn/extracted One/train/253.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,13,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,4fe8d30fd798e7c3cf42b7bcc466ea73e13c1b8c291ab84193104ffe12f4b1c1
ml_training/datasets/structural/raw/qrdn/extracted One/train/254.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,14,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,462179552254bf4a8b8f5856074fc269f7ed6cabf415d0cf515dde02adfc3f61
ml_training/datasets/structural/raw/qrdn/extracted One/train/255.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,15,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,5235bf88dbea0213a4cf4ac74d5856f2f547bc098398e8db2f75d738ae69e7cf
ml_training/datasets/structural/raw/qrdn/extracted One/train/256.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,16,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9e7bb31c0e3b51415ddd966d33cf5137f2b6027ebaa9b9f4a08e44b35f4a7f01
ml_training/datasets/structural/raw/qrdn/extracted One/train/257.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,17,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,3127258a11567f2936c2b1f2b3277b1fb59cfeb113951cc22137eab7fa683f7a
ml_training/datasets/structural/raw/qrdn/extracted One/train/258.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,18,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f7276d0011a2c4c57cd61c001ccf0702cedeb9330a086f01bd41d14d4ac40e2a
ml_training/datasets/structural/raw/qrdn/extracted One/train/259.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,19,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,878ec5ee170bcf2d7d3257725534746c6f64079c0c436ee61e34cd53f263de5a
ml_training/datasets/structural/raw/qrdn/extracted One/train/260.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,20,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,c4cc9b1adaa27824c26c95094ae7577c91de13fcd00490842591ba2fa4cc12ba
ml_training/datasets/structural/raw/qrdn/extracted One/train/261.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,21,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,b131e7f0a15dccc86ce230fd3b2d1d81dd750dbf15b0e700f3f18bbb4f079534
ml_training/datasets/structural/raw/qrdn/extracted One/train/262.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,22,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,d98dcda62fce052355da6b59548487059459532686204b63ad1a51739b8e39db
ml_training/datasets/structural/raw/qrdn/extracted One/train/263.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,23,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cda4c8b4033442cd2a1219866df8c00a5daa6080be01e8b33321604ee9f0ce4c
ml_training/datasets/structural/raw/qrdn/extracted One/train/264.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,24,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2008cd49d01e15c8ce2bc980bd4eca1119296f5743e9676ee1e2dad29b1ffdb2
ml_training/datasets/structural/raw/qrdn/extracted One/train/265.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,25,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,65807a05d3f4b03fcf1cfc6996ea5e368bbc4f20154bf335a46aabbd606c6701
ml_training/datasets/structural/raw/qrdn/extracted One/train/266.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,26,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,979bac4c1f9d2dfeed1c809e8bbf7b5c1496fae893937c306ed4997d807ecb24
ml_training/datasets/structural/raw/qrdn/extracted One/train/267.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,27,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cc44aaa4c8eb29e34974097ca100ba63d55423777f42514e3c9b02140e7d2a31
ml_training/datasets/structural/raw/qrdn/extracted One/train/268.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,28,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,b6745816fd8bba6350f5deeefd09e75b4dd24c383aafa0b23fc9229a5e61f9b0
ml_training/datasets/structural/raw/qrdn/extracted One/train/269.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:08,8,29,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cf6b4234e28e26295fa1e1f6d0e7bb740cd300b3960b449dac4f3c87fc0c16f8
ml_training/datasets/structural/raw/qrdn/extracted One/train/270.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,0,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1a9902d6f2548047c7d76693b4fddbaa0b9d56b5b97f31d6cbd84f39efb0005a
ml_training/datasets/structural/raw/qrdn/extracted One/train/271.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,1,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,e67b3bba4c614fad106231803fc75c9f97119a2c8f96a5a37d4d18dd618208eb
ml_training/datasets/structural/raw/qrdn/extracted One/train/272.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,2,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f3ba710c0590a58bef8ac1ec56660c930d6b189046dd0870f91b3bfc0ce24441
ml_training/datasets/structural/raw/qrdn/extracted One/train/273.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,3,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7e46e1fb1e5f0915c3e1fae017b8251163f6de18e0723e423ca33a55aaa98757
ml_training/datasets/structural/raw/qrdn/extracted One/train/274.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,4,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,03d9cec26cca2436efdb0037c5e7fc6a06e0e499caa833c3d51ce2538f99921b
ml_training/datasets/structural/raw/qrdn/extracted One/train/275.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,5,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,2e2a63dca68f6da5485b331047d5220101f5ad1a7d43a59bc025a9978c9291ef
ml_training/datasets/structural/raw/qrdn/extracted One/train/276.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,6,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,15d300b62d4118d3f46baa54cd4c98a20c262917737fbc18bb84ceb1486065f7
ml_training/datasets/structural/raw/qrdn/extracted One/train/277.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,7,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9bb7022dbc983fa835e61cc4c2779460a838b96392902ff77a4d9959fdd9506c
ml_training/datasets/structural/raw/qrdn/extracted One/train/278.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,8,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,020d7a5d55f8a633055ffaf20c08350ff95e81de0aeb3f4f16005abffd979239
ml_training/datasets/structural/raw/qrdn/extracted One/train/279.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,9,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,320daeff3111960fc32fed8bfca47ac9453021f4671d2ecdf40caad9f3828c47
ml_training/datasets/structural/raw/qrdn/extracted One/train/280.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,10,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,afad3f7e7120c182a87ff4d57c2e6018de4ba08fbb0a01512f84b393502539f3
ml_training/datasets/structural/raw/qrdn/extracted One/train/281.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,11,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1c63082ce280492663b225da47c5b559d65b2632be460215a42bf3fcbb8b29b7
ml_training/datasets/structural/raw/qrdn/extracted One/train/282.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,12,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,077fa1fb343c1cc0637b5933baef6c5fc1785c96018e5c7248687899313b2789
ml_training/datasets/structural/raw/qrdn/extracted One/train/283.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,13,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,51ce28ef21f5bc42a0818a297f3fdfe06459e185d8099705b4ff8df2dd6bd9d5
ml_training/datasets/structural/raw/qrdn/extracted One/train/284.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,14,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f0e6ce4ac64c33882f10df7167d66df3a0a31e8f7f4dab7e0adcbdcfde52e0cd
ml_training/datasets/structural/raw/qrdn/extracted One/train/285.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,15,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,91b6b40a67bf9d2585d244753a3fa20d9afe3a2089a433549200e3db7815cf9b
ml_training/datasets/structural/raw/qrdn/extracted One/train/286.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,16,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,41aba2b78388824c4d7f556677915fa5402e831e62771885aa73233d68122a71
ml_training/datasets/structural/raw/qrdn/extracted One/train/287.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,17,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,22f70073b79c9773da3d11f544a46622fdb613252b71c178d524fa31e585d24a
ml_training/datasets/structural/raw/qrdn/extracted One/train/288.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,18,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,891dd86fc8ce679336c4affda7ddf5bcecc0c8dacd4ad9c69cfba1c5996f6d80
ml_training/datasets/structural/raw/qrdn/extracted One/train/289.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,19,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,382e7fb53090cbfdebc039c9e27f51e8d8272e0ada05ee97198c858b15c959ce
ml_training/datasets/structural/raw/qrdn/extracted One/train/290.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,20,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,ad3479ff995f38d32b87dad6524afae8aaf84950fa78d1b1e5e58ceac0a3ec25
ml_training/datasets/structural/raw/qrdn/extracted One/train/291.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,21,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,900f80d3b909315bf885d32d69919f06e7f883fa416dc4842fe656784b4ee471
ml_training/datasets/structural/raw/qrdn/extracted One/train/292.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,22,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,610af1d8ece0f9111e574babf9513809916828c437fe92d28a3f3e152d2519e6
ml_training/datasets/structural/raw/qrdn/extracted One/train/293.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,23,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,3d992af856e49314bf592ead81ee04d4ef3efd97b429d7edf32bdfd101b1f5ca
ml_training/datasets/structural/raw/qrdn/extracted One/train/294.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,24,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7dc66a9b4b4ade7a677919c39b3da194ae81e266a50ca0c611243fbd4fc69e86
ml_training/datasets/structural/raw/qrdn/extracted One/train/295.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,25,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,7f03702da1c4e2138a7f3c91d108750cab3dd0223d93031336b1a86ebb5af468
ml_training/datasets/structural/raw/qrdn/extracted One/train/296.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,26,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a612d7d45daed8abafc6a1eb9cf9ec86af9e5747fe310b421d4011fe724c3d04
ml_training/datasets/structural/raw/qrdn/extracted One/train/297.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,27,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,8e69b4ca549ed1dc57d4350e21fca5f4e7657e313351a588b4c3bdff779fd856
ml_training/datasets/structural/raw/qrdn/extracted One/train/298.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,28,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,92ebe2928633d467da2779b823d3286213fbb8600e13a92b23aef98729dc0320
ml_training/datasets/structural/raw/qrdn/extracted One/train/299.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:09,9,29,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a5801f01d8ea1fcb81a5b0e4b0f8e08a96a46caeb7d48f3c19a47dca04364f08
ml_training/datasets/structural/raw/qrdn/extracted One/train/300.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,0,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,964c3c79e91fc0ebda340be30130aaa663c62c6a5381cf064439d7300630d97c
ml_training/datasets/structural/raw/qrdn/extracted One/train/301.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,1,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,630e0233755580a5ee33d6503cca65d01785d6073eda625bdebecd5dc36b666d
ml_training/datasets/structural/raw/qrdn/extracted One/train/302.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,2,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,f3c4d6efd3c0770bedc24dcab1a8862f5b55dda11dfbd4f50af6d9b6545fafa7
ml_training/datasets/structural/raw/qrdn/extracted One/train/303.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,3,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,102747994a07e7b90e82c244b829b32d47b74ddc00293e343e3820206c28e206
ml_training/datasets/structural/raw/qrdn/extracted One/train/304.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,4,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cde096db8036de354f041cd41aabf4165e5d0172e531c5a20493f65d77c1d064
ml_training/datasets/structural/raw/qrdn/extracted One/train/305.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,5,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,e618cbc4782cb4a95e7e91859feec16ce2347c4aee191f17891af8eb5bf7a1bf
ml_training/datasets/structural/raw/qrdn/extracted One/train/306.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,6,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,4afeb092c2dc8494f4ff3611969c4e0e03f22aa3a4e27b600c2cdca1b00fcdea
ml_training/datasets/structural/raw/qrdn/extracted One/train/307.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,7,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9289e56e2fc0a6e5f84b421564e26bbd75e4fc4f7149c45729338d0706db75a1
ml_training/datasets/structural/raw/qrdn/extracted One/train/308.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,8,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,72ecefca51189c4d77416d317ad28e230e81c72ba7759689665f9e8f7b72116a
ml_training/datasets/structural/raw/qrdn/extracted One/train/309.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,9,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,0f966b3d901a6e453cc518d2a4af1b9267678d8e483ae6df277b274432475938
ml_training/datasets/structural/raw/qrdn/extracted One/train/310.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,10,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,ab0de88778a14606b85e302e896ac332ebf097a5fc92a4a3cdf1dbfa93b21477
ml_training/datasets/structural/raw/qrdn/extracted One/train/311.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,11,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,cc60ed50a7001b6161b2698005250764cb0b2d851cdb6274114f2ce366fbebcb
ml_training/datasets/structural/raw/qrdn/extracted One/train/312.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,12,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,818cb48f54999133a39acb8f75fb3f17ef87e5e435b32dd295ccee7ceb3ade77
ml_training/datasets/structural/raw/qrdn/extracted One/train/313.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,13,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,bb998305434523842eeb0abacfe6530477d965b5c21845319142a61d3bf1f6fe
ml_training/datasets/structural/raw/qrdn/extracted One/train/314.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,14,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,9139f26348f575aa309d952ac472d8bc0a741c15c121bb4b3bd6021a3b4b9a60
ml_training/datasets/structural/raw/qrdn/extracted One/train/315.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,15,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,220fd5b72478e79dfa30ca992dd971aed7c16a94d55a231aeeec41219249dbee
ml_training/datasets/structural/raw/qrdn/extracted One/train/316.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,16,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,04160834b71fc3e2f36fa3b3bcd13cd3b58406718b0d721c9c170b9f4618f8e3
ml_training/datasets/structural/raw/qrdn/extracted One/train/317.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,17,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,aabf2adc6c0ef30aaf84dd366940433cc94511f9edf9659ece138c1733b35591
ml_training/datasets/structural/raw/qrdn/extracted One/train/318.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,18,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,1fb4cff92834ee8f10b67a5d929a8de40cabe809780787dab368dfa9f01018ca
ml_training/datasets/structural/raw/qrdn/extracted One/train/319.jpg,clean,0,auxiliary_train,train,qrdn:qr_identity:10,10,19,one,QR-DN1.0,real_screen_camera_watermark_extraction,False,CC-BY-4.0,512,512,a9ed0b6fe70d7e2eba24394df58006367e0e43f6a283eac0fd29ab9eb75fb983
